Temperature,Tin Oxide,Titania,Tungsten Oxide,Indium Oxide
42.2,1125,1137,691,1094
41.9,1083,1066,725,912
43.1,1080,1059,733,908
42.8,1085,1091,723,1010
41.1,1115,1140,682,1020
38.7,1259,1295,600,1280
35.8,1241,1271,606,1287
33.1,1156,1144,651,1216
30.1,1055,922,784,990
29,1144,1014,712,1146
28.5,1169,1084,655,1273
27.8,1195,1156,621,1346
27,1158,1052,649,1353
26.4,1075,973,695,1231
25.8,973,810,820,1002
25.1,989,825,774,1126
24.6,967,789,810,995
24.4,968,803,806,1003
25.2,1062,902,733,1055
26.6,1143,979,677,1156
28,1152,976,672,1179
32.7,1238,1088,636,1306
36.6,1103,946,737,934
37.8,1043,843,799,689
38.3,1058,833,804,626
35.4,960,676,983,488
37.3,972,699,982,495
36.6,1012,775,899,562
35.1,1021,814,858,615
32.3,1034,812,866,660
29.9,1026,791,875,664
28.2,966,735,932,567
27.2,948,697,983,506
27.3,984,762,870,560
27,1077,859,790,724
23.7,1163,893,706,977
23.8,965,692,927,653
24.7,941,687,949,642
25,851,589,1119,501
24.1,870,581,1119,450
22.5,834,527,1242,427
23.4,859,561,1162,470
24.4,843,544,1242,447
24.5,851,551,1224,463
24.9,853,557,1215,454
27,908,632,1095,500
27.6,928,687,1025,528
28.2,905,652,1076,490
29.1,901,646,1105,488
29.8,869,619,1163,475
31.5,891,655,1107,486
31.2,855,606,1214,438
30,911,654,1102,477
27.6,989,713,954,626
28.8,1048,826,853,747
28.5,1049,839,846,858
27.7,1035,868,833,775
27.3,1034,850,831,803
26.9,1022,826,857,777
26.6,1007,809,876,770
26,945,755,935,663
26.2,880,649,1056,529
25.9,837,597,1129,478
25.6,822,569,1204,429
25.3,860,623,1097,552
25.4,1023,847,830,916
26.5,1150,1020,686,1169
27.9,1088,965,734,1049
28.8,993,866,832,823
31.7,962,849,861,804
33.9,974,905,838,805
34.7,998,913,834,826
35.4,964,923,834,782
35.2,903,780,975,593
36.3,973,903,866,698
35.4,976,907,867,719
34.6,1026,1048,767,912
33,1163,1227,659,1129
32.5,1082,1134,709,1089
30.5,1029,1042,756,1062
29.1,991,953,815,924
28.4,950,856,881,780
27.7,997,898,813,856
28.3,912,810,873,861
27.1,861,729,942,684
25.8,838,719,949,707
26,784,587,1128,554
24.6,800,615,1064,614
25.1,825,634,1035,606
23.1,996,853,796,1023
24.7,1086,947,724,1134
24.6,1041,962,728,936
26.2,991,944,765,868
29.3,999,953,780,879
31.2,981,918,839,785
31.1,926,853,894,651
31.7,939,853,890,679
31.7,915,828,928,630
32.6,883,820,942,594
32.8,926,869,925,655
32.4,989,1004,818,783
31.4,1003,1045,781,865
28.4,933,1001,819,776
27.7,912,951,846,861
26.1,888,843,892,729
25.3,858,866,874,715
25.2,837,809,940,615
24.5,902,929,835,824
23.6,860,847,873,748
22.8,794,698,999,767
23.6,742,602,1156,513
20.5,779,663,1022,671
20.6,798,706,977,798
20.2,851,827,875,912
20.9,1048,1105,670,1151
22.4,1210,1472,515,1525
26,1172,1372,575,1465
31.4,1026,1186,719,1138
34.2,914,994,872,763
35.4,938,1025,829,753
34.6,908,962,877,665
33.9,892,889,909,597
35.3,949,1003,830,730
36.8,956,1007,838,730
34.4,1070,1218,704,1108
35.3,1103,1232,679,1085
32.3,1074,1166,687,1013
29.6,1086,1105,710,1109
28.6,960,964,780,913
27.6,974,958,783,908
26.3,939,918,805,923
25.4,954,940,776,959
24.7,925,890,808,898
25.7,797,624,1074,546
25.1,787,610,1087,543
23.9,774,577,1158,488
21.4,838,693,995,704
21.2,918,860,807,943
21.6,1125,1199,601,1304
24,1281,1469,491,1669
26.8,1145,1238,600,1507
31.8,1088,1238,654,1359
34.4,1043,1117,742,1076
35.3,998,981,786,797
36.4,998,958,800,677
34.8,960,860,887,559
38.6,1062,1060,725,830
38.5,1050,1039,756,734
37.4,1096,1078,713,801
35.7,1081,1117,689,828
32,1096,1112,687,865
29.7,1051,1039,720,916
28.5,1106,1109,658,1106
27.6,1177,1142,601,1226
26.3,1111,1046,651,1106
25.7,1083,1019,677,1087
25.1,1005,900,747,1000
23.5,942,791,841,859
23.1,907,863,782,919
23.7,867,680,932,777
23,882,716,894,790
23,894,761,862,768
23,1263,1279,559,1388
24.4,1380,1463,470,1691
26.8,1333,1350,511,1655
32.2,1264,1244,584,1496
34.8,1115,1053,686,1086
36.1,1078,956,742,763
37.7,1055,980,742,688
36.9,1031,995,752,694
39.1,1033,1006,749,725
39.3,1043,962,777,686
38.2,1118,1084,684,838
36.6,1137,1165,649,974
33.3,1153,1194,628,1038
30.9,1145,1134,647,1108
29.1,1149,1092,667,1135
28.1,1149,1143,620,1143
27,1052,1002,716,908
-200,-200,-200,-200,-200
25.7,935,832,809,778
25.1,935,787,864,728
23.7,930,772,854,728
23.8,880,704,913,676
23.7,916,748,878,742
22.6,975,871,771,942
24,948,829,801,926
25.2,1069,947,728,1039
27.3,1210,1067,642,1158
32.8,1272,1170,620,1347
36,1240,1175,614,1262
38.5,1171,1135,654,1073
39.8,1072,1039,745,817
38.1,970,873,859,606
40,938,816,917,506
40.4,976,852,866,559
39.1,958,820,886,530
37.3,1014,903,816,612
34,1091,987,737,774
31.8,1080,1004,724,899
30.1,1128,1082,675,1066
28.6,1105,1027,684,1040
27.7,1141,1095,642,1139
26.6,1104,1020,681,1086
25.7,1065,970,698,1049
25.1,971,821,820,811
24.8,891,691,941,629
23.5,936,713,883,723
24.3,845,625,993,646
23.3,872,627,997,670
24.1,903,648,975,603
25,971,722,876,687
27.3,1006,789,824,733
32.4,1012,804,832,766
35.4,975,737,896,621
37.4,944,730,933,560
39.2,857,685,1055,451
38.1,824,683,1119,393
40.2,868,707,1063,417
39.7,908,748,1020,451
38.5,912,776,991,461
36.6,986,830,906,536
33.1,1037,900,817,619
30.7,1088,948,743,766
29.5,1093,944,711,785
27.8,1142,945,682,793
27.4,1170,959,666,838
27.3,1142,945,672,799
26.7,986,762,821,553
26.2,942,696,916,465
25.5,882,595,1097,406
25.5,854,553,1203,396
25.1,910,630,1061,468
24.6,1005,791,829,638
25.7,1193,1085,610,1097
27.1,1297,1233,544,1248
28.4,1180,1031,633,1067
32.7,1134,1017,689,964
34,1113,1013,702,903
35.6,1084,1004,706,839
37.1,1009,921,778,692
36.1,1002,928,798,629
37.9,1007,956,763,666
38,996,959,779,684
36.9,1050,1082,705,816
35.5,1100,1107,676,876
32.8,1085,1057,689,836
30.5,1079,1042,697,846
28.8,1086,974,707,795
28,1092,1005,669,836
27.1,1097,956,708,818
26.4,1075,904,720,777
26.2,1008,838,774,733
27.1,895,672,941,703
28,838,559,1186,559
25.8,866,603,1077,589
27.2,872,617,1026,585
27,922,664,973,644
25.9,1362,1277,529,1392
27.4,1349,1333,487,1533
29.1,1298,1215,539,1404
32.8,1234,1154,596,1204
34.7,1147,999,697,915
33.7,1173,1061,650,940
35.1,1118,995,689,863
35.4,1078,951,722,747
36.5,1076,951,730,704
38,1103,1014,684,791
37.5,1117,1052,671,824
35.5,1166,1108,622,913
31.9,1157,1082,631,907
30.1,1136,990,672,918
28.8,1122,959,685,914
28.8,1121,989,659,955
28,1150,1020,645,1063
27.5,1074,949,678,982
27.3,1039,899,714,914
26.7,963,804,791,861
25.9,889,710,889,713
27,868,652,962,740
26.8,877,654,987,801
25,1056,893,733,1132
26.2,1288,1278,521,1473
28.3,1381,1454,455,1607
29.9,1113,1001,663,1146
33,1062,909,764,867
35.6,1094,976,719,869
37.1,1050,923,747,744
37.9,1056,926,748,702
37.2,944,814,852,554
39.1,1003,901,813,661
39.3,1018,881,828,630
38.2,1108,1003,727,803
34,1049,927,750,727
25.5,1078,897,732,894
27.2,999,867,785,864
27.6,943,798,846,743
25.4,987,790,838,830
26.1,939,743,894,675
25,1015,840,783,839
25.4,935,737,869,758
25.4,908,700,922,644
25.4,853,605,1032,615
24.5,851,592,1054,578
22.8,957,705,857,843
22.6,1059,836,742,1113
24.3,1261,1134,557,1388
26.5,1215,1150,574,1310
28.1,1097,940,676,1056
31.7,1135,1030,662,1104
35.8,1117,1020,706,973
36.8,1108,985,727,1001
38.3,1038,906,808,747
34.2,985,838,850,653
28.7,1100,832,767,934
23.9,1067,855,748,811
21.5,1140,963,669,918
21.6,1113,954,682,899
21.5,1124,984,678,902
20.8,1056,886,732,900
20.7,1002,783,805,875
23.1,971,789,816,879
22.7,1001,799,829,859
22.1,1058,867,731,1048
21.8,1030,848,734,1048
21.9,950,762,827,959
21.7,912,716,875,898
21.4,893,676,930,859
21.4,938,734,847,947
21.9,1065,889,722,1081
22,1240,1102,588,1257
22.5,1307,1270,516,1404
24.5,1229,1188,557,1412
25.6,1220,1122,601,1428
29.3,1218,1168,607,1451
33.5,1171,1129,631,1346
35.6,1067,995,717,1093
33.7,1054,985,735,940
34.1,1051,1003,711,909
31.5,1103,1035,672,1005
32.5,970,894,761,756
29.8,1100,1038,668,1080
27.7,1129,1137,606,1220
26.4,1126,1089,620,1208
25.5,1019,971,692,1057
25.1,1011,930,728,1009
24.1,1039,991,685,1088
23.8,974,920,718,1062
23.4,925,831,789,975
24.4,810,674,976,793
23.3,800,627,1032,787
21.9,813,645,990,802
23.6,788,604,1068,754
22.6,815,670,971,774
22.9,868,771,840,860
23.3,951,886,742,988
25.4,1075,996,649,1113
30.6,1058,1012,676,1063
33.5,1012,914,760,858
35.5,929,811,862,642
37.5,902,813,875,588
35.1,836,750,960,484
38.1,858,776,947,498
38.5,886,803,939,538
36.8,974,833,864,565
34.9,1008,915,783,672
32.2,990,912,777,689
29.7,981,917,740,714
27.7,954,828,793,631
27.3,1030,988,686,829
26.3,1033,1011,681,875
25.7,963,872,767,803
25.4,918,805,816,759
24.9,868,736,894,638
24.1,886,744,869,700
23.9,813,609,1017,615
23.8,815,616,1080,596
23.4,815,627,1049,650
24.3,835,638,1024,655
25.1,921,738,901,779
27.3,963,774,839,758
29.5,935,724,936,598
27.6,1007,751,849,643
25.4,1032,744,813,778
32.2,901,689,964,522
31.6,851,627,1129,419
33,877,655,1061,444
35.1,909,690,1039,474
35,908,715,988,495
33.8,926,763,949,504
31.1,1010,836,848,616
29,1031,868,798,690
28.1,1070,905,745,846
27.1,1124,992,660,1013
26.6,1066,940,683,978
25.8,1001,836,771,821
25.5,967,824,774,862
24.9,901,733,888,755
24.3,835,638,997,715
23.8,820,598,1065,684
23.2,896,694,941,853
23.2,996,872,756,990
24.3,1159,1151,579,1206
25.5,1185,1152,578,1274
27.7,1168,1138,585,1336
31.8,1044,970,715,1068
32.7,983,897,800,804
34.3,1032,912,764,826
34.2,1019,889,787,745
33.9,982,844,835,638
34.4,1016,880,783,684
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
29.8,1091,925,730,1020
28.8,1109,965,696,1100
28.2,1098,944,687,1086
27.5,1088,945,674,1060
27.4,1035,859,732,996
28.1,942,758,824,856
26.3,902,680,919,722
24.4,919,704,861,860
24.4,875,665,919,772
23.5,927,747,830,910
23.4,1032,883,718,1051
24.5,1193,1139,563,1257
26,1268,1259,519,1410
28.5,1238,1144,565,1433
33.6,1230,1133,604,1413
36.5,1161,1074,646,1206
39,1048,949,764,831
38.8,929,752,955,544
38,950,783,914,525
40.5,1013,864,819,644
39.8,1034,845,841,702
39.6,1082,965,760,844
38.8,1110,1012,720,905
34.7,1118,999,706,878
32.3,1136,967,703,927
30.7,1106,924,725,910
29.5,1151,984,678,1024
28.8,1144,997,669,1021
28.2,1118,930,697,1027
27.2,1066,839,740,993
26.7,991,778,797,910
26.9,906,650,961,768
26.4,903,662,932,760
25.9,941,685,895,834
26.1,1074,866,717,1075
26.8,1114,958,663,1167
27.9,1162,1019,622,1178
29.8,1165,967,651,1120
33.6,1179,957,680,1131
35.1,1144,913,715,972
36.2,1066,813,792,764
38,1056,802,824,670
36.6,995,769,882,615
38.8,967,740,926,557
38.7,1048,839,845,700
37.4,1092,901,777,734
36.2,1056,883,799,684
33.8,1100,982,720,823
31.4,1057,890,778,801
30.8,1068,917,736,916
29.4,1050,887,770,820
28.1,1074,884,764,838
27.3,1053,895,745,882
26.7,1003,825,794,801
25.9,933,701,906,690
25.6,869,614,1001,674
26.7,864,617,1027,622
25.8,931,721,888,799
26.5,921,738,893,818
26.4,1139,1013,672,1034
27.5,1205,1118,585,1189
29.4,1126,957,694,1034
33.4,1066,855,803,929
33.2,1069,867,785,880
34.5,975,788,851,701
37.1,955,766,898,620
35.9,949,764,898,573
37.3,941,792,897,544
38.1,942,800,877,581
37.1,974,855,836,610
35.2,1012,904,794,695
32.1,1017,929,772,709
30.3,1006,896,797,736
29.3,1008,878,792,722
28.6,989,814,845,680
27.8,1080,920,739,772
27.4,1033,856,774,769
27.2,968,794,836,654
26.7,853,626,1045,516
26,810,544,1264,447
25.4,817,558,1232,452
26.1,840,586,1154,492
25.2,940,709,956,588
26,1076,924,720,909
27,1086,981,688,1007
30.5,1031,929,759,809
33.4,1016,896,766,820
35.7,953,801,868,657
35.8,918,779,896,551
36.3,892,724,971,511
33.6,841,673,1061,451
35.2,799,709,1078,462
35,838,726,1056,440
34,870,745,998,472
32,892,771,965,494
29.4,926,805,901,524
28.1,919,796,870,560
26.9,932,746,912,534
26.6,957,767,867,577
25.9,994,806,830,674
25.4,984,795,838,676
25.1,919,737,899,611
25.1,847,618,1075,529
25,802,559,1232,478
25.2,795,569,1178,497
25.6,809,578,1170,513
24.7,835,626,1088,563
24,967,826,821,822
25,969,849,800,890
28,913,749,911,742
31.6,933,748,948,629
35,922,712,924,609
35.3,914,726,959,534
36.2,873,699,999,528
34.8,831,676,1041,463
38.2,840,685,1051,462
38.9,874,686,1032,501
36.9,896,687,1006,493
35.2,964,769,873,572
32,1001,838,801,668
29.8,1005,868,779,771
28.2,979,818,797,732
27.1,935,774,825,687
26.7,939,758,858,664
26.1,878,684,947,588
25.7,848,650,989,610
24.8,826,631,1028,593
23.8,804,597,1077,566
22.4,789,584,1107,571
22.5,785,612,1054,614
22.7,772,584,1149,566
23,796,623,1064,594
23.9,875,682,983,611
26.3,955,811,841,759
32.1,938,778,896,700
35.8,954,826,870,691
38.3,875,753,978,579
37.3,810,664,1123,478
36.3,746,624,1227,410
36.8,738,610,1281,404
37.9,771,652,1223,440
36.7,799,658,1216,461
33.8,831,679,1143,526
32.6,885,743,1016,647
30.6,883,731,988,693
29.4,906,790,936,729
28.4,982,906,784,1002
28.3,892,766,880,797
27.8,841,711,956,685
25.3,859,693,988,710
24.5,810,657,1016,629
24.8,759,566,1175,503
23.3,749,543,1238,462
21.5,766,616,1163,530
21.3,865,783,893,838
22.2,924,920,767,946
23.6,973,1010,722,1014
27.1,1028,1048,719,1135
33.4,979,999,796,1027
35.3,892,874,923,749
37.4,892,869,953,632
38.6,836,741,1065,479
35.8,824,708,1091,463
38.4,825,702,1077,458
39.7,871,761,1015,520
38.8,903,853,930,606
35.2,944,857,880,631
31.7,969,850,857,695
30.4,1005,919,788,871
29.5,972,898,807,879
28,960,798,854,780
28.2,946,767,870,728
26.5,959,787,830,821
28.3,877,658,964,663
25.7,867,645,1001,656
24.3,836,626,1024,639
24.3,820,597,1069,603
23.6,828,618,1039,560
22.2,929,791,841,789
22.5,1118,1079,638,1145
24.3,1155,1181,580,1302
27.3,1112,1058,654,1297
33.3,1094,979,717,1192
35.3,1022,890,803,862
36.1,968,805,875,649
38.5,978,840,852,694
36.5,947,751,922,595
38.8,997,808,870,662
38.8,1026,813,843,692
38.1,973,764,914,619
36.1,925,721,969,484
32.8,957,766,929,516
30.4,1029,877,807,776
29.1,1109,952,735,1041
28.6,1105,977,692,1138
28,1039,906,728,1091
25.8,965,832,795,978
25.1,955,812,823,936
24.4,935,782,847,867
23,902,735,890,781
22.5,875,714,903,746
22.9,884,729,920,837
23.8,942,825,870,995
24.4,1077,1012,708,1138
27.3,1040,1022,713,998
29.6,982,836,840,696
34.6,995,800,896,615
33.1,1024,859,810,710
33.3,1029,791,855,651
34.6,1003,787,850,636
34.9,987,782,875,593
35.6,1023,859,810,684
36.4,1023,875,785,711
36.8,1064,942,735,801
36.4,1042,936,759,770
33.3,1059,947,733,813
31.3,1050,921,743,851
29.9,1025,896,738,823
29.1,1029,816,804,778
28,1055,831,769,827
27.7,1001,799,800,753
27.7,936,730,864,726
28.3,863,608,1035,597
28.8,834,565,1187,473
27.7,841,578,1144,463
27.5,871,611,1077,526
27.1,962,747,862,712
27.6,1083,889,725,918
29,1061,891,721,894
31,1012,824,803,710
32.5,1031,834,793,737
36.9,1011,816,830,680
36.2,1009,824,822,670
37.7,980,793,858,654
37.1,961,803,852,618
39.5,966,784,870,652
39.9,1022,849,813,732
39.6,1091,953,723,853
37.2,1063,919,735,821
33.9,1116,952,702,895
31.6,1101,875,722,927
30.3,1072,831,757,857
29.8,1080,890,723,869
29,1005,792,809,725
28.5,998,776,810,665
27.7,1000,763,807,680
27.4,932,720,859,605
28.5,808,539,1206,427
28.9,795,494,1398,400
27.1,886,613,1075,522
26.1,974,740,873,703
26.7,1112,936,683,965
27.9,1175,1080,591,1102
29.7,1091,925,701,1058
32.2,1066,890,747,906
35.6,1031,887,777,844
35.7,1004,868,772,763
35.5,927,698,919,555
35,924,673,960,520
35.1,912,671,964,508
36.8,976,752,876,545
34.5,989,798,840,584
33,986,794,845,590
30.8,984,800,836,610
29.1,1000,857,767,689
28.2,996,848,763,713
27.5,1013,913,717,785
27.3,1004,851,767,754
26.7,949,814,824,653
26,895,783,863,575
25,863,707,927,537
25.3,786,587,1150,413
24.3,792,597,1137,417
24.8,816,653,1058,486
24.5,826,682,1088,532
25.7,826,698,1017,542
26.8,809,664,1061,459
28,809,624,1131,415
29,853,681,1031,457
30.4,814,657,1086,429
32.4,807,658,1113,428
31,811,653,1120,423
29.3,796,601,1171,410
26.9,833,649,1142,437
28.1,856,684,1023,520
28.5,830,696,1060,461
27.3,883,782,958,571
25.4,965,936,808,866
24.6,931,890,831,841
24.3,885,791,941,706
24.9,900,773,944,703
23.8,904,845,878,775
22.8,944,900,809,830
22.8,907,832,868,808
20.9,886,774,868,815
20.5,882,767,856,897
19.6,843,713,917,836
19.4,825,694,935,774
18.6,791,638,1038,698
19.6,856,735,936,800
21.7,861,746,911,771
25.2,924,814,830,798
30.4,941,805,842,755
33.4,879,775,899,657
35.5,816,742,1009,537
35.1,715,589,1286,390
33.3,717,570,1326,368
36.6,711,640,1224,391
38.3,731,686,1212,413
37.3,752,713,1163,435
34.6,879,779,999,535
30.4,922,874,851,663
28.1,958,900,782,830
26.5,949,876,773,911
25.7,922,818,826,848
24.7,902,790,856,799
23.6,932,820,817,921
23.4,870,733,903,762
21.6,812,675,995,661
21.2,773,613,1065,597
20.6,769,582,1105,616
22.1,763,583,1093,596
21.1,809,701,997,649
21.8,893,881,810,792
21.7,1028,1146,638,1080
25.3,1011,1051,702,1087
30.3,994,947,764,983
32.9,937,908,822,826
34.4,902,808,912,632
34.3,860,748,955,532
33.4,843,716,1005,496
36.1,872,760,979,513
37.3,857,775,979,512
36.8,922,878,880,615
34.9,951,875,856,600
30.8,962,891,813,634
28.9,957,926,758,830
27,928,837,808,871
26.6,895,846,819,787
26,902,797,845,841
24.1,904,801,852,862
22.2,919,799,844,881
22.8,812,663,982,709
21.2,776,590,1099,602
21.7,762,563,1181,492
20.2,786,642,1057,592
20.1,868,798,866,824
20.6,965,977,725,1014
22.4,1049,1133,630,1208
25,1008,973,714,1178
29.9,1008,1021,714,1176
32.9,973,911,800,891
35,964,959,787,731
34.6,923,862,875,626
33.8,934,811,896,553
36.3,1036,943,770,770
38.3,1076,994,723,938
36.9,1055,927,757,716
33.9,1081,938,728,714
29.8,1072,850,737,702
27.5,1038,773,749,687
27.5,1059,800,740,739
28.1,1070,852,704,867
26.9,1093,893,677,927
26,1016,849,729,872
24.9,988,825,756,848
23.7,930,749,823,777
24.5,815,584,1102,513
22.9,884,686,908,651
23.3,913,730,883,774
23.6,994,829,784,982
24.9,1173,1047,631,1175
26.4,1314,1325,499,1390
28.1,1252,1168,557,1352
30.2,1151,1053,623,1152
31.2,1122,951,687,1022
33.9,1111,927,707,922
33.9,1058,894,736,825
34.4,972,820,811,630
35.3,985,826,808,621
36.3,1004,814,808,602
35.3,1030,897,733,668
32.5,965,802,821,564
29.1,987,824,793,581
27.8,923,811,804,604
27,872,824,853,590
26.3,939,849,804,650
25.2,954,855,792,745
24.3,969,857,753,821
23.3,882,763,879,656
24.1,805,637,1048,520
23.8,790,590,1122,493
23,779,560,1189,487
23.7,842,640,1070,595
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
-200,-200,-200,-200,-200
19.8,835,699,912,796
20,792,621,1015,714
22.5,749,559,1145,584
19.5,803,676,975,676
19.6,818,726,921,685
20.7,932,861,767,894
24.7,977,913,744,977
29.9,1011,945,733,1034
32.3,975,887,829,737
34.3,958,867,828,660
33.4,903,805,886,581
32.7,854,684,1020,456
34.5,890,749,953,483
35.9,962,845,877,575
35.8,1028,934,786,707
33.5,1031,901,775,628
29.8,1087,938,690,747
27.9,1029,862,727,733
27.3,1070,932,685,847
26,1059,914,697,895
25.3,1125,952,646,995
24.5,1062,829,714,846
23.5,1049,853,699,882
22.6,999,871,711,909
21.8,947,808,768,851
21,904,753,809,766
21.2,894,681,843,765
21,875,654,897,752
21.3,870,637,947,716
22.7,952,756,809,825
25.1,949,705,859,691
29.5,1028,854,776,761
32.3,1003,849,800,710
33.6,934,763,872,567
31.9,872,710,956,493
32.5,852,684,982,477
34.1,881,715,955,502
36.2,942,783,898,568
35.6,1038,925,746,714
33.6,1042,932,752,717
29.9,1181,1107,590,935
28.3,1116,1044,613,954
27,1062,923,697,839
26.2,1085,948,680,880
25.1,1161,1057,613,1026
24.1,1053,891,690,898
23.8,956,740,831,717
23.7,859,646,951,607
24.8,813,566,1123,501
22.9,815,565,1127,541
22,902,706,877,708
21.5,1017,885,726,884
22.6,1336,1385,477,1357
23.8,1393,1567,416,1562
25.7,1271,1308,517,1411
27.8,1169,1107,607,1175
29.9,1143,1043,643,1079
31.6,1084,980,679,923
31.5,1051,950,715,748
31.2,1020,882,765,635
33,1111,1088,635,884
33.8,1125,1056,645,929
33,1099,1048,657,779
32.3,1132,1121,611,906
28.4,1077,1025,629,772
26.9,1076,988,648,883
26,1070,1008,656,963
25,1052,956,675,987
24.6,988,862,736,893
24,926,769,836,801
23.5,925,749,826,739
22.7,869,648,953,644
24.1,832,593,1049,558
22.5,854,645,954,602
22,913,726,861,737
22.3,976,840,756,885
23.1,1309,1323,505,1360
24.7,1333,1460,443,1455
27.7,1209,1182,546,1255
29.8,1180,1157,568,1202
31.5,1204,1196,552,1250
31.8,1143,1119,610,1103
31.4,1120,1058,626,1049
32.5,1030,935,726,791
33.8,1058,1016,673,832
34.5,1040,882,756,635
32.7,1093,981,666,733
31.4,1184,1119,594,912
27.7,1180,1121,568,947
26.2,1079,988,633,899
25.7,1095,1032,621,984
25.2,1073,1009,639,955
24.4,1063,991,655,966
23.7,1046,960,671,899
22.8,953,858,742,780
22.8,864,673,947,636
22.3,829,628,994,577
20.8,838,639,963,596
19.7,913,728,802,887
19.8,1039,921,687,1115
20.6,1252,1320,499,1374
23.2,1410,1669,393,1644
26.3,1217,1261,533,1375
29.1,1114,1077,633,1199
30,1026,1020,689,992
32.4,1051,1094,646,966
31.3,1027,1024,700,814
31.1,996,992,722,727
33.3,1028,1060,686,806
35.5,1030,1060,705,852
34.6,1133,1280,595,1093
33.3,1180,1339,567,1211
30,1261,1446,528,1346
28,1093,1133,599,1200
27.2,1068,1029,650,1192
26.6,1031,958,700,1074
25.3,1055,1037,635,1161
24.3,1060,1029,622,1210
24.4,962,880,726,1050
23.1,874,776,846,873
22.7,832,661,977,766
21.8,834,709,907,835
21,865,745,866,901
21.8,903,803,819,853
21.6,1236,1297,542,1321
22.8,1464,1552,419,1738
26.2,1258,1261,514,1603
30.8,1203,1174,577,1426
34.1,1156,1127,616,1295
35.9,1106,1130,623,1093
33.7,1008,1037,697,803
34.4,1011,1017,704,738
36.4,1049,1100,667,870
38.7,1053,1108,694,873
37.2,1088,1159,666,889
36.1,1248,1454,550,1599
32.8,1374,1517,490,1704
